"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,05:19:00,05:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,05:39:00,05:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,05:59:00,05:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,06:19:00,06:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,06:39:00,06:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,06:59:00,06:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,07:19:00,07:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,07:39:00,07:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,07:59:00,07:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,08:19:00,08:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,08:39:00,08:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,08:59:00,08:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,09:19:00,09:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,09:39:00,09:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,09:59:00,09:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,10:19:00,10:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,10:39:00,10:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,10:59:00,10:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,11:19:00,11:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,11:39:00,11:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,11:59:00,11:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,12:19:00,12:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,12:39:00,12:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,12:59:00,12:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,13:19:00,13:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,13:39:00,13:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,13:59:00,13:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,14:19:00,14:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,14:39:00,14:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,14:59:00,14:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,15:19:00,15:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,15:39:00,15:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,15:59:00,15:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,16:19:00,16:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,16:39:00,16:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,16:59:00,16:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,17:19:00,17:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,17:39:00,17:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,17:59:00,17:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,18:19:00,18:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,18:39:00,18:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,18:59:00,18:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,19:19:00,19:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,19:39:00,19:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,19:59:00,19:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,20:19:00,20:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,20:39:00,20:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,20:59:00,20:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,21:19:00,21:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,21:39:00,21:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,21:59:00,21:59:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,22:19:00,22:19:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,22:39:00,22:39:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,22:59:00,22:59:00,2_merged_2038873
"TO EMERSON PARK","SHREWSBURY METROLINK STATION",333399,2,1,23:09:00,23:09:00,2_merged_2038873
"TO EMERSON PARK","SHREWSBURY METROLINK STATION",333399,2,1,23:29:00,23:29:00,2_merged_2038873
"TO FAIRVIEW HEIGHTS","SHREWSBURY METROLINK STATION",333399,2,1,23:55:00,23:55:00,2_merged_2038873
"TO CIVIC CENTER","SHREWSBURY METROLINK STATION",333399,2,1,24:15:00,24:15:00,2_merged_2038873
"TO CIVIC CENTER","SHREWSBURY METROLINK STATION",333399,2,1,24:45:00,24:45:00,2_merged_2038873
